EH201-1,Elementary Hydraulics
EH305.I-1,Hydrology and Hydrogeology
EH305.II-1,Hydrology and Hydrogeology
EH403-1,Hydrology
EH405-1,Engineering Hydraulics II
EH407-1,Engineering Hydrology II
EH306-1,Engineering Hydraulics I
EH204-1,Hydraulics
EI140-1,Fundamentals of Engineering
EI140-2,Fundamentals of Engineering
EI160-CB1,Engineering Graphics
EN124-1,Introduction to English 1
EN125-1,Introduction to English 2
EN2110-1,Literature of the American South
EN2111-1,Nineteenth-Century Gothic Fiction
EN383-1,Literature And Culture : Romanticism
EN385-1,Drama And Theatre Studies
EN387-1,Specialist Studies : Twentieth Century Literature
EN388-1,Studies In Modern Irish Literature
ENG203-1,Genre Studies
ENG214-1,Irish Literature in English Before 1900
ENG238-1,Nineteenth Century British Literature
ENG302-1,Modernism/Postmodernism
ENG303-1,19th Century American Literature
ENG304-1,Contemporary Literature
EN384-1,Specialist Studies : 19th Century
EN264-1,Studies In Medieval Literature
EN265-1,Studies In Renaissance Literature
EN267-1,Studies In Genres And Their Histories
EN288-1,Specialist Studies
EN291-1,Studies In Critical Theory And Practice
EN386-1,Literature And Culture : (Post)Modernism
EN576-1,Studies in Medieval Literature: Drama
EOS104-1,Introduction to Earth & Ocean Sciences
EOS104-2,Introduction to Earth & Ocean Sciences
EOS104.I-1,Introduction to Earth & Ocean Sciences
EOS104.II-1,Introduction to Earth & Ocean Sciences
EOS222-1,Ancient Earth Environments
EOS223-1,Introduction to Palaeontology & Evolution
EOS224-1,Crystallography and Mineralogy
EOS225-1,Optical Microscopy of Minerals and Rocks
EOS229-1,Properties of the Ocean
EOS230-1,Ocean Processes
EOS303-1,Ocean Dynamics
EOS304-1,Aquatic Geochemistry
EOS305-1,Introduction to Applied Field Hydrology
EOS320-1,Applied and Environmental Geophysics
EOS321-1,Igneous Petrology
EOS322-1,Metamorphic Petrology
EOS323-1,Sediments and the Sedimentary Record
EOS324-1,Applied Palaeobiology
EOS402-1,Global Change
EOS406-1,Natural & Manmade Hazards
EOS407-1,History of Life
EOS409-1,Biophysical Interactions in the Ocean
EOS417-1,Petrotectonics
EOS418-1,Applied Field Hydrogeology
EOS419-1,Applied and Marine Geophysics
EOS422-1,Sedimentary Basins
EOS6101-1,Global Change
EOS212-1,Sediments and Biosphere I
EOS213-1,Introduction to Ocean Science
EOS216-1,Geology for Engineers 1
EOS228-1,"Crystals, Minerals & Rocks"
EOS311-1,Environmental Geoscience
EOS312-1,Sediments & Biosphere 2
EOS313-1,Marine Geoscience
EOS314-1,Igneous & Metamorphic Petrology
EOS410-1,Geology For Engineers II
EOS412-1,Environments and the History of Life
EOS413-1,Biophysical and Biogeochemical Interaction in the Oceans
EOS414-1,Petrogenesis of Igneous and Metamorphic Rocks
EOS415-1,Applied Geoscience
EOS221-1,Fundamental Skills 1 in Earth & Ocean Sciences
EOS315-1,Plate Tectonics & Structural Geology
EOS411-1,Environmental and Marine Geophysics
EOS211-1,Evolution of the Earth
EOS213.I-1,Introduction to Ocean Science
FR107-1,French Language 1B
EOS416-1,"Climate Change, Energy and Resource Management"
EOS420-1,Climate Change
EOS421-1,"Energy, Natural Resources and Sustainable Management"
EOS214-1,Materials of the Lithosphere
EOS226-1,Introduction to Field & Environmental Geology
EP505-1,Occupational Hygiene
EP517-1,Clinical Instrumentation
EP518-1,Radiation Fundamentals
EP328-1,Physics Of The Environment I
EP329-1,Physics Of The Environment II
EP352-1,Nuclear and Plasma Physics
EP353-1,Electronic Systems and Signals
EP354-1,Thermal Physics and Materials
EP356-1,Quantum Physics
EP406-1,Spectroscopy
EP407-1,Solid State Physics
EP408-1,Optoelectronics
EP435-1,Electromagnetism and Relativity
EP457-1,Quantum Mechanics
EP458-1,Nanotechnology
EP459-1,Applied Optics
EP463-1,Atmospheric Physics
EP464-1,Signal & Image Processing
EP465-1,Radiation & Medical Physics
EP466-1,Astrophysics
EP211-1,"Electricity And Magnetism, Electrical Circuits"
EP212-1,"Mechanics, Oscillations And Waves"
EP213-1,Modern Physics
EP214-1,Thermodynamics
EP317-1,Occupational Hygiene
EP355-1,Computational Physics
EP101-1,Experimental Physics
EP104-1,Principles of Physics
EP351-1,Wave Optics
EP514-1,Lasers And Applications
EP532-1,Medical Imaging
EP102-1,Experimental Physics
EP106-1,Introduction to Medical Physics
EP311-1,"Light, Electricity And Magnetism, And X-Rays"
EP312-1,Electronics And Devices
EP324-1,Signal Analysis
EP325-1,Quantum Physics
EP326-1,Solid State Electronics
EP339-1,Instrumentation
EP343-1,Atmospheric Composition and Climate Change I
EP344-1,Atmospheric Composition and Climate Change II
EP429-1,Networking
EP441-1,Written Papers
EP441-2,Written Papers
EP441-3,Written Papers
EP441-4,Written Papers
EP441-5,Written Papers
EP441-6,Written Papers
EP441-7,Written Papers
EV203-1,Ecological Survey Techniques
EV306-1,Legislation for Environmental Scientists
EV307-1,Nature Conservation & Habitat Management
EV405-1,Environmental Impact Assessment
EV406-1,Environmental Science Seminars
EV202-1,Environmental Management
EV302-1,Environmental Management
EV303-1,Environmental Legislation
EV401-1,Environmental Management
EV401-2,Environmental Management
EV201-1,Environmental Management/Legislation
FA318-1,"Innovation, Creativity & Enterprise"
FR105-1,French
FR105-2,French
FR110-1,French Language IX
FR1100-1,Introduction to French Language and Culture
FR1100-2,Introduction to French Language and Culture
FR111-1,French Language 2X
FR137-1,French for Biotechnology I
FR216-1,French for Biotechnology II
FR252-1,French
FR256-1,French
FR256-2,French
FR266-1,French Language 5
FR267-1,La France mise en scène
FR268-1,Identités francophones
FR269-1,"Lecture du français: Textes, Contextes, Idées"
FR270-1,Langue poétique/  langue vivante
FR299.II-1,French Language II (VS)
FR356-1,French
FR356-2,French
FR364-1,French for Biotechnology III
FR365-1,Advanced French for Science
FR366-1,French and Francophone Studies 10
FR371-1,French Literature & Culture 7
FR372-1,French Literature & Culture 8
FR379-1,French Language 6
FR360-1,French Society & Racism
FR228-1,French & Francophone Studies 4
FR262-1,French Literature & Culture 3
FR265-1,French Literature & Culture 6
FR374-1,French Literature & Culture 10
FR506.II-1,French Language IV (VS)
FR129-1,French for Improvers I
FR259-1,French
FR263-1,French Literature & Culture 4
FR352-1,French
FR363-1,French
FR255-1,French
FR335-1,19th Century Novel
FR346-1,Poetry and Otherness
FR355-1,French
FR106-1,French Language 1A
FR108-1,French Literature & Culture 1
FR205-1,17th Century Ideas
FR206-1,Media in France
FR207-1,18th Century Ideas
FR208-1,19th Century French Poetry
FR231-1,French Language 11
FR245-1,French Naturalist Fiction - E.Zola
FR249-1,French Cinema
FR260-1,French Language IIA
FR261-1,French Language IIB
FR310-1,Reading History as Literature
FR331-1,French Language 111
FR334-1,The French Retreat from Empire
FR345-1,Post Romanticism
FR348-1,20th Century French Novel
FR349-1,French Renaissance Humanism
FR353-1,Sociolinguistics of French
FR359-1,Gender & Modernity in France
FR361-1,Media and Information
FR101-1,French Language I
FR209-1,The French and Francophone Chanson
FR210-1,Multiculturalism in France
FR222-1,Formes breves
FR237-1,Francophone Literatures I
FR247-1,French Language 11
FR258-1,Introduction to Sociolinguistics
FR288-1,Introduction To Linguistics
FR354-1,Comparing Medieval Texts
FR411-1,French Language IV
FS301-1,Studies in European Cinema I
FS302-1,Studies in European Cinema II
GA2104-1,Scríobh agus Léamh 2 A2
GA2106-1,Scríobh agus Léamh 2 B1
GA2108-1,Léamh agus Scríobh 2 B2
GF400-1,Cruinneas na Gaeilge 4
GF302-1,Aistriúchán Feidhmeach Téacsanna 1
GF305-1,Aistriúchán Feidhmeach Téacsanna 2
GP501-1,General Practice
GP603-1,General Practice: Section A - Written Professional Exam
GP201-1,Medical Professionalism 1
GP202-1,Medical Professionalism 2
GR106-1,Legal German
GR1100-1,German Language and Culture (Advanced)
GR1100-2,German Language and Culture (Advanced)
GR1101-1,German Language and Culture (Beginners)
GR1101-2,German Language and Culture (Beginners)
GR130-1,Beginners German Language 1
GR131-1,Beginners German Language 2
GR138-1,Beginners German for B. Corp Law and BCL students
GR140-1,German Language I (Beginners)
GR141-1,German Language I (Advanced)
GR142-1,Advanced German Language 1
GR150-1,German for Biotechnology I
GR208-1,Legal German
GR223-1,German
GR223-2,German
GR224-1,Beginner's German for Science
GR235-1,History of German Literature & Culture II
GR236-1,German Language I
GR237-1,German Language II
LW329-1,Tort
GR239-1,History of German Literature & Culture I
GR241-1,German for Biotechnology II
GR252-1,German
GR317-1,Legal German
GR337-1,German Cultural Studies I
GR339-1,German Cultural Studies III
GR341-1,German Language I
GR342-1,German Language II
GR353-1,German
GR356-1,Applied Language - German
GR356-2,Applied Language - German
GR358-1,German for Biotechnology III
GR143-1,Advanced German Language 2
GR340-1,German Cultural Studies IV
GR253-1,German
GR328-1,German
GR352-1,German
GR141-2,German Language I (Advanced)
GR431-1,German Language IV
GR331-1,German Language III
GR508-1,German Language
GR508-2,German Language
GR550-1,Advanced Language Skills (German)
GR201-1,German Language II
GR215-1,German for Improvers II
GR219-1,History of German Literature & Culture I
GR220-1,History of German Literature & Culture 2
GR230-1,German Language I
GR301-1,German Language III
GR301-2,German Language III
GR326-1,History of German Literature & Culture 3
GR327-1,"Literature & Culture of the ""Wiener Moderne"""
GR330-1,History of German Literature & Culture 4
GR128-1,German for Improvers I
GR222-1,German
GR227-1,Literature & Love
GR234.I-1,German Language II (VS)
GR234.II-1,German Language II (VS)
GR258-1,Introduction to Sociolinguistics
GR288-1,Introduction To Linguistics
GR322-1,Literature and the Arts
GR334.I-1,German Language III (VS)
GR355-1,Applied Language - German
HI111-1,War & Society in the Age of the Great War
HI112-1,War & Society in the Age of the French Revolution
HI170-1,"Europe, 1918-1989"
HI208-1,The Two Irelands in the 20th Century
HI2100-1,"Ireland in a Global Context, 1922-2002"
HI2102-1,"The Modern United States, 1865-2008"
HI211-1,Medieval Ireland 5th-9th Century
HI2111-1,Ireland Under the Union:  1801-1922
HI262-1,Medieval Europe C1050-1250
HI267-1,Reformation Europe
HI267.E-1,Reformation Europe
HI292-1,"Central Europe, 1867-1918"
HI362-1,Party & Power In 19th & 20th Century British History.
HI376-1,Popular Culture In Pre-Industrial Europe
HI407-1,Catholic Identity in Early Modern Europe
HI459-1,"The Tudors: Religion, State & Society"
HI488-1,"Labour in Irish Society & Politics, c. 1760-1960"
HI493-1,Economy and Society in Early Modern Europe
HI579-1,"From Beveridge to Thatcher: Politics, society, economy&welfare; in Britain, 48-92"
HI585-1,"Debates and Controversies in European Women's History, 1780-1939"
HI204-1,"18th Century Ireland, 1691-1801"
HI204.E-1,18th Century Ireland 1691-1801
HI251-1,Ireland In The Nineteenth Century
HI3100-1,Brave New World: Globalisation since 1945
HI327-1,Early Irish Law
HI358-1,The Tudor Conquest Of Ireland
HI492-1,The Family in Modern Ireland
HI576-1,"European Warfare, 1618-1714"
HI576.E-1,"European Warfare, 1618-1714"
HI171-1,Social History of Ireland 1850-1922
HI259-1,"Rise Of Modern America, 1865-1996"
HI337-1,Nazi Germany
HI349-1,Media And Empire
HI365-1,Native North Americans: From Pre-History To Present
HI368-1,The Development Of Irish Script From The Cathach of Colm To The Book Of kells
HI577.E-1,Topics and Themes in Twentieth-century Irish History
HI577.II-1,Topics and Themes in Twentieth-century Irish History
HI223-1,Aspects Of Modern Irish History 1750 - 1900
HI288-1,State & Society in Early Modern Europe 1555-1685
HI304-1,"Cultural Revival and State Formation in Ireland, c.1880-1939"
HI312-1,"Poverty,Crime And Gender In Europe 1780-1914"
HI442-1,The French Fourth and Fifth Republics
HI564.II-1,Irish History from the Famine to Independence
HI568-1,The First Century of Crusading
HI169-1,"The British Empire, 1756-1968"
HI345-1,Women In Medieval Society
HI403-1,The Military in the 17th & 18th Century Europe
HI408-1,"The Rise & Fall of the British World, 1870-1970"
HI521-1,"The Making of Britain, 1780-1900"
HI253-1,"Gender, Work And Family In Ireland, 1850-1922"
HI263-1,Government Policy And Economic Development In Ireland Since  1922
HI328-1,The Northern Ireland Problem
HI359-1,The Crusades: Idea And Reality
HI461-1,The Irish Emigrant Experience 1800-1939
HI252-1,"Problems In The History Of Ireland, 1580-1700"
HI289-1,"The British Empire, 1815-1880"
HI291-1,"The British Empire, 1880 - 1945"
HI296-1,The Roman Empire
HI417-1,Labour in Irish Society & Politics in Ireland c.1800-1960
HI418-1,"Ireland & the War of the Three Kingdoms, 1638-1660"
HI426-1,Nature and Society in Victorian Britain
HI477-1,"Cicero and the Fall of the Roman Republic, 106-42 BC"
HI485-1,"Rome and the Conquest of the Mediterranean, 264-146 BC"
HI158-1,Catholic Identity in Early Modern Europe
HI229-1,Medieval Europe 5th - 9th Century
HI230-1,European Social History 1650 - 1750
HI244-1,British History 1450-1603
HI317-1,"Science, Technology & Progress"
HI248-1,"Medieval Europe, c1250-1500"
HI274-1,The Rise & Fall of the Roman Empire
HI314-1,History Of The Book In The Industrial Age
HI315-1,"Iona, Columba And Kells - The History & Literature Of An Early Irish Monastery"
HI411-1,Race & Class in the American South 1865-1950
HI422-1,"The Rise & Fall of the British Raj, 1780-1947"
HI427-1,The Habsburg Empire 1492-1714
HI435-1,The German Kaiserreich:State & Society 1870-1918
HI453-1,The History of the United States since 1861
HI454-1,"The US & the American Century, 1941-1975"
HI455-1,European Imperialism 1870-1918
HI456-1,American Labour History since 1865
HP302-1,Occupational Health
HP440-1,Health & the Work Environment
HP501-1,Occupational Health
HP846-1,Foundations of Health Promotion
HP848-1,Determinants of Health
HP303-1,Environmental Epidemiology
HP805-1,Health And Public Policy
HP837-1,Research Project Protocol
HP844-1,Health Informatics
HP858-1,Health Services
HP861-1,Epidemiological and Statistical Methods in Health Services Research
HP862-1,"Evaluation, Quality and Economics in Health Services Research"
HP864-1,Determinants of Health - HSR
HP401.R-1,Behavioural Science
HP805.HR-1,Health & Public Policy
IE131-1,Introduction to Safety & Risk
IE221-1,Health & Safety Practice
IE225-1,Project Planning and Organisation
IE226-1,Quality Management
IE309-1,Operations Research
IE319-1,Operations Strategy
IE323-1,Information Systems Ergonomics
IE342-1,Safety Systems Design
IE345-1,Logistics and Transportation
IE417-1,Ergonomic Design of the Workplace
IE444-1,Human & Systems Reliability
IE444-2,Human & Systems Reliability
IE446-1,Project Management
IE448-1,Safety & Construction
IE450-1,Lean Systems
IE520-1,Ergonomics
IE520-2,Ergonomics
IE522-1,Safety And Risk Management
IE332-1,Quality Management
IE447-1,Regulatory Affairs & Case Studies
IE581-1,Management Systems
IE209-1,Fundamentals of Operations Engineering
IE228-1,Operations Systems and Safety Technology
IE321-1,Operations Research I
IE828-1,Operations Management
IE119-1,Introduction to Health & Safety for Engineers
IE122-1,Health & Safety Systems and Policy
IE317-1,Business Logistics
IE424-1,Operations Strategy
IE222-1,Industrial Systems I
IE223-1,Industrial Systems II
IE433-1,Quality Engineering
IE213-1,Database Applications
IE324-1,Systems Simulation
IE329-1,Logistics
IE423-1,Computer Integrated Manufacturing
IE879-1,Statistical Quality Control II
IE120-1,Health & Safety Systems And Policy I
IE203-1,Production Engineering
IE445-1,Measurement & Calibration
IE574-1,Operations & Supply Chain Management
IE814-1,Tools and Methodologoies for Quality and Environmental Management
IE815-1,Quality and Regulatory Systems
IE864-1,Reliability & Maintenance
IE878-1,Statistical Quality Control I
IE884-1,Measurement & Calibration
IE109-1,Computing And Information Systems
IE110-1,Introduction To Industrial Engineering
IE427-1,Systems Engineering
IE873-1,Quality Management I
IE874-1,Quality Management II
IE882-1,"Safety, Liability & Environment"
IR120.I-1,Imagining Modern Ireland: An Introduction to Irish Culture Studies
IR120.II-1,Imagining Modern Ireland: An Introduction to Irish Culture Studies
IT105-1,Italian
IT1100-1,Italian Language and Culture
IT125-1,Italian Language 2
IT236-1,Intermediate language II
IT324-1,Language 111
IT334-1,Italian Language
IT251-1,Italian Language II
IT343-1,Italian Culture & Society IV
IT238-1,Italian Culture & Society I
IT239-1,Italian Culture & Society II
IT342-1,Italian Culture & Society III
IT124-1,Italian Language 1
IT226-1,Twentieth-Century Fiction
IT227-1,Recent Italian Cinema
IT232-1,The Modern Italian Short Story
IT235-1,Intermediate Language I
IT289-1,Dante
IT317-1,Boccaccio
IT327-1,Machiavelli
IT335-1,Translation Techniques - Part 2
IT338-1,Twentieth Century Italian Poetry
IT515-1,Text & Document Translation (Italian)
IT207-1,Dante (Part 1)
IT208-1,Early Italian Art
IT215-1,Language II
IT222-1,Translation Techniques - Part I
IT258-1,Introduction to Sociolinguistics
IT288-1,Introduction To Linguistics
IT325-1,Dante (Part 2)
IT326-1,Renaissance Art
LA311-1,Advanced Classical and Late-Antique Latin
LA312-1,Advanced Medieval Latin
LA313-1,Latin Texts and Contexts
LA315-1,Style and Artistry in Classical Latin
LA100-1,Latin (Beginners)
LA100-2,Latin (Beginners)
LA120-1,Introduction to Latin Part I
LA122-1,Introduction to Latin Part II
LA217-1,Introduction to Reading Latin Prose
LA219-1,Intermediate Medieval Latin I
LA220-1,Intermediate Latin Prose Text
LA222-1,Intermediate Medieval Latin II
LA515-1,Latin Language
LN103-1,Gnéithe den Aistriúchán
LN104-1,Cruinnscríobh agus Aistriúchán
LN201-1,Aistriúchán Feidhmeach Téacsanna I
LN303-1,Aistriúchán Feidhmeach Téacsanna 3
LN203-1,Gramadach agus Litriú na Gaeilge I
LN204-1,Aistriúchán Feidhmeach Téacsanna II
LW103.I-1,Irish Legal Systems
LW108-1,Irish Legal System
LW109-1,Legal French
LW117-1,Constitutional Law
LW117-2,Constitutional Law
LW118-1,Contract
LW122-1,Legal Procedure
LW125-1,Key Issues in Irish Law
LW127-1,Family Law
LW130-1,Irish Legal Systems
LW131-1,Irish Legal Systems
LW170-1,Introduction to Health and Safety Law
LW190-1,Business Law 1
LW114-1,Law And Social Policy
LW160-1,Business Law
LW160.DB-1,Business Law
LW106-1,Law Of Contract
LW121-1,Irish Legal Systems
LW116-1,Public Law II
LW160.R-1,Business Law
LW202-1,Contract I
LW203-1,Tort I
LW205-1,Contract II
LW206-1,Torts II
LW212-1,Labour Law I
LW213-1,Legal French I
LW214-1,Health & Safety Law
LW215-1,Commercial Law
LW216-1,Labour Law II
LW217-1,Environmental Legislation
LW225-1,Land Law I
LW226-1,Land Law II
LW227-1,Constitutional Law I
LW228-1,Constitutional Law II
LW229-1,Company Law I
LW231-1,Company Law II
LW232-1,Housing Law & Policy
LW238-1,Family Law I
LW239-1,Family Law II
LW262-1,Tort
LW263-1,Equity I
LW265-1,Equity II
LW290-1,Business Law II
LW222-1,European Community Law I
LW223-1,European Community Law II
LW224-1,European Community Law
LW250.2-1,Business Law I
LW220-1,Sociology Of Law
LW222.R-1,European Community Law I
LW223.R-1,European Community Law II
LW229.R-1,Company Law I
LW231.R-1,Company Law II
LW251-1,Health Law & Policy
LW301-1,Criminal Law I
LW304-1,Criminal Law II
LW308-1,Jurisprudence
LW308-2,Jurisprudence
LW302-1,Constitutional Law I
LW305-1,Constitutional Law II
LW301.R-1,Criminal Law I
LW3101-1,Criminal Law I
LW3102-1,Criminal Law II
LW318-1,Evidence
LW312.II-1,Family Law II
LW323-1,Public International Law
LW327-1,Constitutional Law
LW328-1,Contract
LW323.II-1,Public International Law II
LW323.I-1,Public International Law
LW324-1,Revenue Law
LW333-1,Comparative Competition Law
LW337-1,Administrative Law I
LW330-1,Criminal Law
LW337.II-1,Administrative Law I
LW343-1,International Protection Of Human Rights
LW354-1,Media Law
LW356-1,Industrial And Intellectual Property Law
LW357-1,Environmental Law I
LW358-1,Environmental Law II
LW354.R-1,Media Law
LW312-1,Family Law
LW356.R-1,Industrial And Intellectual Property Law
LW360-1,Equity I
LW361-1,Planning And Law I
LW363-1,Equity II
LW364-1,International Trade Law
LW365-1,Criminology
LW370-1,Comparative Disability Law
LW377-1,Company Law I
LW378-1,Company Law II
LW379-1,Legal & Business Ethics
LW371-1,Alternative Dispute Resolution
LW372-1,Insurance Law
LW374-1,Banking Law
LW372.R-1,Insurance Law
LW380-1,Legal French II
LW385-1,European Human Rights
LW382-1,International Business Law
LW384-1,Business Law
LW383-1,Information Technology Law
LW394-1,Criminal Justice
LW398-1,English Land Law
LW393-1,Entertainment Law
LW394.R-1,Criminal Justice
LW405-1,Health Law & Policy
LW409-1,Criminal Law I
LW4101-1,European Union Law I
LW4102-1,European Union Law II
LW4103-1,Administrative Law I
LW4104-1,Administrative Law II
LW411-1,Company Law I
LW413-1,Criminal Law II
LW414-1,Company Law II
LW415-1,Law of the Sea
LW419-1,Health and Safety Law
LW422-1,Administrative Law II
LW423-1,Advanced Business Law
LW426-1,EU Competition Law
LW427-1,European Union Law I
LW428-1,European Union Law II
LW490-1,Legal Studies
LW429-1,European Union Law
LW418-1,Immigration Law
LW404-1,Commercial Law II
LW405.I-1,Health Law & Policy
LW405.II-1,Health Law & Policy
LW408-1,European Community Law I
LW412-1,European Community Law II
LW401-1,Ec Competition Law
LW403-1,Commercial Law I
LW422.R-1,Administrative Law II
LW406-1,Education and the Law
LW501-1,Legal Studies
LW503-1,European Union Law I
LW504-1,European Union Law II
LW513-1,Evidence I
LW514-1,Evidence II
LW517-1,Public International Law I
LW518-1,Public International Law II
LW502-1,Information Technology: Law & Regulation
LW505-1,Law & Policy Relating to Business Enterprise
LW871-1,Media Law
LW952-1,U.Of Maine  International Law
MA102-1,Anailís agus Algéabar
MA102-2,Anailís agus Algéabar
MA109-1,Statistics for Business
MA119-1,Mathematics for Business
MA133-1,Analysis and Algebra 1
MA134-1,Anailís agus Algéabar 1
MA135-1,Analysis and Algebra 2
MA136-1,Anailís agus Algéabar 2
MA140-1,Engineering Calculus
MA160-1,Mathematics
MA160-2,Mathematics
MA161-2,Mathematical Studies
MA180-1,Mathematics (Honours)
MA180-2,Mathematics (Honours)
MA185-1,Analysis and Algebra 1
MA186-1,Analysis and Algebra 2
MA190-1,Mathematics (Honours)
MA190-2,Mathematics (Honours)
MA199-1,Statistics & Probability & Maths Of Finance
MA199-2,Statistics & Probability & Maths Of Finance
MA199-3,Statistics & Probability & Maths Of Finance
MA101-1,Calculus I
MA103-1,Algebra I
MA111-1,Mathematics Of Finance I
MA112-1,Probability And Statistics I
MA113-1,Probability And Statistics II
MA114-1,Mathematics & Statistics for Business
MA114-2,Mathematics & Statistics for Business
MA181-1,Analysis
MA183-1,Algebra
MA115-1,Anailís
MA116-1,Algéabar
MA121-1,Calculus and Algebra 1
MA122-1,Calculus and Algebra 2
MA150-1,Mathematics
MA150-2,Mathematics
MA100-1,Mathematics
MA100-2,Mathematics
MA130.R-1,Mathematics
MA130.R-2,Mathematics
MA203-1,Linear Algebra
MA204-1,Discrete Mathematics
MA208-1,Quantitative Techniques for Business
MA2101-1,Mathematics and Applied Mathematics I
MA211-1,Calculus I
MA212-1,Calculus II
MA215-1,Mathematical Molecular Biology I
MA216-1,Mathematical Molecular Biology II
MA161-1,Mathematical Studies
MA217-1,Statistical Methods for Business
MA218-1,Advanced Statistical Methods for Business
MA283-1,Linear Algebra
MA284-1,Discrete Mathematics
MA286-1,Analysis I
MA287-1,Analysis II
MA222-1,History Of Mathematics 11
MA254-1,Engineering Algebra
MA227-1,Probability And Statistics 1
MA228-1,Probability And Statistics II
MA235-1,Probability
MA236-1,Statistical Inference
MA237-1,Statistics I
MA238-1,Statistics II
MA256-1,Engineering Calculus
MA260-1,Engineering Numerical Analysis
MA278-1,Engineering Statistics
MA221-1,History Of Mathematics 1
MA296-1,Linear Algebra & Discrete Mathematics (Ma203&Ma204;)
MA296-2,Linear Algebra & Discrete Mathematics (Ma203&Ma204;)
MA241-1,Calculus II
MA250-1,Mathematics
MA250-2,Mathematics
MA297-1,Curriculum Studies in Mathematics
MA252.2-1,Mathematics
MA219-1,Linear Algebra
MA224-1,Discrete Mathematics
MA232-1,Calculus I
MA242-1,Statistics I
MA243-1,Statistics II
MA244-1,Algebra
MA246-1,Analysis I
MA247-1,Analysis II
MA301-1,Advanced Calculus
MA302-1,Complex Variable
MA311-1,Annuities & Life Assurance
MA313-1,Linear Algebra I
MA324-1,Introduction to Bioinformatics (Honours)
MA334-1,Geometry
MA335-1,Algebraic Structures
MA341-1,Metric Spaces
MA342-1,Topology
MA343-1,Groups I
MA344-1,Groups II
MA378-1,Numerical Analysis II
MA385-1,Numerical Analysis I
MA310-1,Actuarial Mathematics I
MA314-1,Linear Algebra II
MA322-1,Applied Statistics
MA325-1,Mathematical And Logical Aspects Of Computing 1
MA326-1,Mathematical And Logical Aspects Of Computing 11
MA328-1,Statistics (Honours)
MA337-1,Statistics I
MA338.II-1,Statistics II
MA387-1,Statistics
MA391-1,Statistics II
MA327-1,Numerical Mathematics
MA358-1,Numerical Mathematics
MA338-1,Statistics II
MA307-1,Biostatistics
MA410-1,Artificial Intelligence
MA416-1,Rings
MA418-1,Differential Equations With Financial Derivatives
MA437-1,Introduction to Mathematical Research Topics I
MA438-1,Introduction to Mathematical Research Topics II
MA482-1,Functional Analysis
MA490-1,Measure Theory
MA491-1,Field Theory
MA492-1,Cryptography
MA495-1,Actuarial Mathematics: Life Contingencies II
MA419-1,Statistics
MA461-1,Probabilistic Models for Molecular Biology
MA494-1,Stochastic Processes
MA440-1,Statistics
MA484-1,Statistics
MA486-1,Statistics II
MA424-1,Algebraic Structures
MA481-1,Measure Theory And Functional Analysis
MA481.3-1,Measure Theory and Functional Analysis
MA483.3-1,Field Theory
MA5103-1,Topics in Mathematics 3
MA5104-1,Topics in Mathematics 4
MA530-1,Numerical Analysis I
MA531-1,Numerical Analysis II
MA532-1,Groups I
MA533-1,Groups II
MA534-1,Topics in Analysis I
MA535-1,Topics in Analysis II
MA536-1,Statistics I
MA537-1,Statistics II
MA538-1,Advanced Algebra I
MA539-1,Advanced Algebra II
MA542-1,Number Theory I
MA543-1,Number Theory II
MA544-1,Mathematical Logic I
MA545-1,Mathematical Logic II
MA547-1,Topics in Analysis
MA548-1,Topics in Algebra
MA549-1,Topics in Probability/Statistics
MA551-1,Topics in Topology and Algebraic Topology
MA540-1,Advanced Analysis I
MA541-1,Advanced Analysis II
MA550-1,Topics in Group Theory
MD103-1,Introduction to Medicine
MD1101-1,Basics of body structure/musculoskeletal system
MD121-1,Cardiovascular System
MD122-1,Respiratory System
MD123-CB1,Renal System
MD124-1,Gastro-Intestinal System
MD137-CB1,Principles of Physiology
MD138-CB1,"Biomolecules, Metabolism and Energy"
MD139-1,Medical Professionalism 1
MD139-CB1,Medical Professionalism 1
MD140-CB1,"Metabolism, Nutrition and Health"
MD103-2,Introduction to Medicine
MD135-1,Musculoskeletal System and Peripheral Nerves
MD136-1,General Principles of Human Body Structure
MD121-CB1,Cardiovascular System
MD105-1,Introduction to Anatomy/Musculoskeletal
MD106-1,Introduction to Pharmacology
MD107-CB1,Introduction to Physiology
MD109-CB1,Introduction to Biochemistry
MD124-CB1,Gastro-Intestinal System
MD125-1,Nutrition
MD128-CB1,Professionalism 1.1
MD104-1,The Central Nervous System (CNS)
MD107-1,Introduction to Physiology
MD109-1,Introduction to Biochemistry
MD122-CB1,Respiratory System
MD123-1,Renal System
MD120-1,Professionalism 1
MD126-1,Professionalism 2
MD112-1,Clinical Teaching Methodologies
MD116-1,Assessment of Clinical Teaching
MD201-CB1,Health & Disease
MD201-CB2,Health & Disease
MD202-1,Medical Professionalism 2
MD202-CB1,Medical Professionalism 2
MD204-CB1,Drugs and Disease
MD206-1,Molecular Medicine
MD209-CB1,Organ Failure
MD210-1,"Genes, Gametes & Embryos"
MD214-CB1,Introduction to Pharmacology
MD224-CB1,The Central Nervous System
MD224-1,The Central Nervous System
MD200-CB1,Organ Failure
MD201-1,Health & Disease
MD201-2,Health & Disease
MD203-1,Endocrinology
MD207-CB1,Professionalism 2.1
MD208-CB1,Professionalism 2.2
MD213-CB1,Genetics
MD216-1,Reproduction & Development
MD204-1,Drugs and Disease
MD213-1,Genetics
MD200-1,Organ Failure
